UNITID,STAT_IC,LOCK_IC,IMP_IC,STAT_C,LOCK_C,PRCH_C,IDX_C,PCC_F,IMP_C,STAT_E12,LOCK_E12,PRCH_E12,IDX_E12,PCE12_F,IMP_E12,STAT_SFA,LOCK_SFA,PRCH_SFA,IDX_SFA,PCSFA_F,IMP_SFA,SFAFORM,STAT_GR,LOCK_GR,PRCH_GR,IDX_GR,PCGR_F,IMP_GR,COHRTSTU,STAT_GR2,LOCK_GR2,PRCH_GR2,IDX_GR2,PCGR2_F,IMP_GR2,STAT_OM,LOCK_OM,PRCH_OM,IDX_OM,PCOM_F,IMP_OM,STAT_ADM,LOCK_ADM,PRCH_ADM,IDX_ADM,PCADM_F,IMP_ADM,STAT_HR,LOCK_HR,PRCH_HR,IDX_HR,PCHR_F,IMP_HR,FTEMP15,TENURSYS,SA_EXCL,STAT_EAP,STAT_SA,STAT_S,STAT_EF,LOCK_EF,PRCH_EF,IDX_EF,PCEF_F,IMP_EF,PTA99_EF,PTACIPEF,PTB_EF,PTC_EF,PTD_EF,STAT_F,LOCK_F,PRCH_F,IDX_F,PCF_F,PRCHTP_F,IMP_F,FORM_F,FYBEG,FYEND,GPFS,F1GASBAL,F2PELL,F3PELL,FCOLATHL,F_ATHEX1,F_ATHEX2,F_ATHEX9,F_ATHRV,F_ATHRV1,F_ATHRV2,F_ATHRV9,F3BIST,STAT_AL,LOCK_AL,PRCH_AL,IDX_AL,PCAL_F,IMP_AL,HASAL,NTRLDSTR
206622,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,-2,2,72022,62023,1,-2,1,-2,1,1,0,0,1,0,1,0,-2,1,8,-2,-2,.,-2,1,0
